review_id,YEAR,PC,parliament_name,parliament_party,myneta_name,myneta_party,match_score,name_score,party_score,review_priority,review_notes,suggested_action
334,2009,DHAR,KARAN SINGH,IND,KARANSINGH,IND,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
335,2009,GOPALGANJ,SHAMBHU DOM,IND,SAMBHU DOM,IND,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
336,2009,GORAKHPUR,ADITYANATH,BJP,ADITYA NATH,BJP,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
337,2009,GORAKHPUR,RAJBAHADUR,IJP,RAJ BAHADUR,IJP,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
338,2009,KOTTAYAM,JOSE MATHEW,IND,Jose Matew,IND,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
339,2009,MAHARAJGANJ,GANESH SHANKER PANDEY,BSP,GANESH SHANKAR PANDEY,BSP,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
340,2009,MAYILADUTHURAI,MANIYAN O.S.,ADMK,MANIAN O.S,ADMK,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
341,2009,MEERUT,DR. SURENDER KUMAR KHATRI,IND,DR. SURENDAR KUMAR KHATRI,IND,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
342,2009,MEERUT,KRISHNAPAL,IND,KRISHNA PAL,IND,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
343,2009,MUMBAI SOUTH,KHIMJI CHIMAN MAKWANA,IND,KHIMJI CHIMAN MAKVANA,IND,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
344,2009,NAGARKURNOOL,DR. T. RATNAKARA,BJP,T. Ratnakar,BJP,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
345,2009,NAWADA,BHOLA SINGH,BJP,BholaSingh,BJP,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
346,2009,NAWADA,MASIH UDDIN,BSP,Masih Udin,BSP,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
347,2009,RAJNANDGAON,DILIP RATHOR SAMPADAK,IND,Dilip Rathod Sampadak,IND,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
348,2009,SANGLI,ANSARI SHABBIR AHEMAD,IND,ANSARI SHABBIR AHEMED,IND,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
349,2009,SANGRUR,MOHMAD. JAMIL-UR-REHMAN,BSP,MOHD.JAMIL UR REHMAN,BSP,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
350,2004,SASARAM,MIRA KUMAR,INC,MEIRA KUMAR,INC,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
351,2009,SECUNDERABAD,AMBATI KRISHNA MURTHY,IND,Ambati Krishna Murthi,IND,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
352,2009,SIKAR,D. P. KUMAWAT,RJVP,DP KUMAWAT,RJVP,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
353,2009,SIWAN,HENA SHAHAB,RJD,HenaShahab,RJD,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
354,2009,SRINAGAR,AVTAR KRISHEN PANDITA,BJP,AVTAR KRISHAN PANDITA,BJP,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
355,2009,THANE,KAMBLE SACHIN SHRIPAT,IND,KAMBLE SACHIN SHIRPAT,IND,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
356,2009,TIRUPATI,KATTAMANCHI PRABAKHAR,IND,Kattamanchi Prabhakar,IND,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
357,2009,BILASPUR,ABDUL HAMID SIDDIQUE,IND,Abdul Hamid Siddiqui,IND,0.955,0.95,1.0,P4,minor name spelling variation,manual_review
358,2009,JAHANABAD,PRABHAT KUMAR RANJAN,IND,Parbhat Kumar Ranjan,IND,0.955,0.95,1.0,P4,minor name spelling variation,manual_review
359,2009,KARAKAT,UPENDRA KUMAR SHARMA,BSP,Upendar Kumar Sharma,BSP,0.955,0.95,1.0,P4,minor name spelling variation,manual_review
360,2009,KHAMMAM,MALLAVARAPU JEREMIAH,IND,Mallavarapu Jeremaih,IND,0.955,0.95,1.0,P4,minor name spelling variation,manual_review
361,2009,KOLHAPUR,KAMBLE MARUTI RAVALU,BBM,KAMBLE MARUTI RAVELU,BBM,0.955,0.95,1.0,P4,minor name spelling variation,manual_review
362,2009,LATUR,SASANE ATUL GANGARAM,ARP,SUSANE ATUL GANGARAM,ARP,0.955,0.95,1.0,P4,minor name spelling variation,manual_review
363,2009,MAHARAJGANJ,RAVINDRA NATH MISHRA,BSP,Rabindra Nath Mishra,BSP,0.955,0.95,1.0,P4,minor name spelling variation,manual_review
364,2009,MURSHIDABAD,CHITTA RANJAN MONDAL,BSP,CHITTA RANJAN MANDAL,BSP,0.955,0.95,1.0,P4,minor name spelling variation,manual_review
365,2009,SHIRDI,LONDHE SHARAD LAXMAN,IND,LODHE SHARAD LAXAMAN,IND,0.955,0.95,1.0,P4,minor name spelling variation,manual_review
366,2009,SILCHAR,NAGENDRA CHANDRA DAS,IND,Nogendra Chandra Das,IND,0.955,0.95,1.0,P4,minor name spelling variation,manual_review
367,2009,ARRAH,ARUN SINGH,CPI(ML)(L),ArunSingh,CPI(ML)(L),0.9526,0.9474,1.0,P4,name spelling variation,manual_review
368,2009,ASANSOL,SURYYA RAY,BJP,SURYA RAY,BJP,0.9526,0.9474,1.0,P4,name spelling variation,manual_review
369,2009,BHARATPUR,KHEMCHAND,BJP,KHEM CHAND,BJP,0.9526,0.9474,1.0,P4,name spelling variation,manual_review
370,2004,BHIND,LT. COLONEL (RETD.) SHIVNATH SINGH,IND,LT. COLONEL ( RETIRED) SHIVNATH SINGH,IND,0.9526,0.9474,1.0,P4,name spelling variation,manual_review
371,2009,BHUBANESWAR,SASTHI PRASAD SETHI,IND,Sasthi Prasad Sethy,IND,0.9526,0.9474,1.0,P4,name spelling variation,manual_review
372,2009,FARRUKHABAD,RISHIDUTT,ABHM,RISHI DUTT,ABHM,0.9526,0.9474,1.0,P4,name spelling variation,manual_review
373,2009,FARRUKHABAD,RAMSHARAN,BNRP,RAM SHARAN,BNRP,0.9526,0.9474,1.0,P4,name spelling variation,manual_review
374,2009,HYDERABAD,M.A. HABEEB,IND,Ma Habeeb,IND,0.9526,0.9474,1.0,P4,name spelling variation,manual_review
375,2009,JAHANABAD,ARVIND PRASAD SINGH,IND,Arbind prasad singh,IND,0.9526,0.9474,1.0,P4,name spelling variation,manual_review
376,2009,JALORE,POKARA RAM,IND,POKRA RAM,IND,0.9526,0.9474,1.0,P4,name spelling variation,manual_review
377,2009,JODHPUR,CHAMPALAL,IND,CHAMPA LAL,IND,0.9526,0.9474,1.0,P4,name spelling variation,manual_review
378,2009,KOTA,SHYAM SUNDER SHARMA,IND,SHYAM SUNDAR SHARMA,IND,0.9526,0.9474,1.0,P4,name spelling variation,manual_review
379,2009,MUMBAI NORTH EAST,TATYASAHEB REVDEKAR,IND,TATVASAHEB REVDEKAR,IND,0.9526,0.9474,1.0,P4,name spelling variation,manual_review
380,2009,NAWADA,ANIL MEHTA,IND,AnilMehta,IND,0.9526,0.9474,1.0,P4,name spelling variation,manual_review
381,2009,PALI,PUSP JAIN,BJP,PUSHP JAIN,BJP,0.9526,0.9474,1.0,P4,name spelling variation,manual_review
382,2009,PATHANAMTHITTA,B.RADHAKRISHNA MENON,BJP,Radhakrishna Menon,BJP,0.9526,0.9474,1.0,P4,name spelling variation,manual_review
383,2009,RANCHI,RAM TAHAL CHOUDHARY,BJP,RAM TAHAL CHAUDHARY,BJP,0.9526,0.9474,1.0,P4,name spelling variation,manual_review
384,2009,SHIRDI,SABLE ANIL DAMODAR,IND,SABALE ANIL DAMODHAR,IND,0.9526,0.9474,1.0,P4,name spelling variation,manual_review
385,2009,HAVERI,SHIVKUMARGOUD SHIDLINGANGOUDA PATIL,JD(S),SHIVAKUMARGOUDA SHIDDALINGANGOUDA PATIL,JD(S),0.9514,0.9459,1.0,P4,name spelling variation,manual_review
386,2009,BEED,SAYYAD SALIM FATTU,IND,SAYYED SALIM FATTU,IND,0.95,0.9444,1.0,P4,name spelling variation,manual_review
387,2009,HAZARIBAGH,MD. MOINUDDIN AHMAD,IND,MD. MOINUDDIN AHMED,IND,0.95,0.9444,1.0,P4,name spelling variation,manual_review
388,2009,JALORE,CHAGANLAL MEGHWAL,IND,CHHAGAN LAL MEGHWAL,IND,0.95,0.9444,1.0,P4,name spelling variation,manual_review
389,2009,KANDHAMAL,KAMALAKANT PANDEY,IND,Kamala Kanta Pandey,IND,0.95,0.9444,1.0,P4,name spelling variation,manual_review
390,2009,KASARAGOD,ABBAS MOTHALAPPARA,IND,Abbas Muthalappara,IND,0.95,0.9444,1.0,P4,name spelling variation,manual_review
391,2009,KRISHNANAGAR,DEBABRATA MAJUMDAR,BSP,DEBABRATA MAJUMDER,BSP,0.95,0.9444,1.0,P4,name spelling variation,manual_review
392,2009,RAIGARH,HRIDAYARAM RATHIYA,INC,Hirdayaram Rathiya,INC,0.95,0.9444,1.0,P4,name spelling variation,manual_review
393,2009,SECUNDERABAD,ANJAN KUMAR YADAV M,INC,ANJAN KUMAR YADAV,INC,0.95,0.9444,1.0,P4,name spelling variation,manual_review
394,2009,SIWAN,VIJAY SHANKER DUBEY,INC,VijayShankerDubey,INC,0.95,0.9444,1.0,P4,name spelling variation,manual_review
395,2009,THANE,AHMAD AFJAL SHEIKH,IND,AHMAD AFJAL SHAIKH,IND,0.95,0.9444,1.0,P4,name spelling variation,manual_review
396,2004,AKBARPUR,MAYA WATI,BSP,MAYAWATI,BSP,0.9471,0.9412,1.0,P4,name spelling variation,manual_review
397,2009,BALLIA,RAMSAKAL,SBSP,RAM SAKAL,SBSP,0.9471,0.9412,1.0,P4,name spelling variation,manual_review
398,2009,BARMER,POPATRAM,IND,Popat Ram,IND,0.9471,0.9412,1.0,P4,name spelling variation,manual_review
399,2009,BHADRAK,RATHA DAS,BJP,Rath Das,BJP,0.9471,0.9412,1.0,P4,name spelling variation,manual_review
400,2009,BHIWANI-MAHENDRAGARH,RAJ KUMAR,IND,RAJKUMAR,IND,0.9471,0.9412,1.0,P4,name spelling variation,manual_review
401,2009,BUXAR,KAMLA KANT TIWARY,INC,Kamla Kant Tiwari,INC,0.9471,0.9412,1.0,P4,name spelling variation,manual_review
402,2009,DAUSA,SHIVA RAM,RJVP,SHIVARAM,RJVP,0.9471,0.9412,1.0,P4,name spelling variation,manual_review
403,2009,FARIDABAD,SAMSUDDIN,IND,SAMSUDIN,IND,0.9471,0.9412,1.0,P4,name spelling variation,manual_review
404,2009,GAYA,KRISHNA CHOUDHARY,IND,Krishna Chaudhary,IND,0.9471,0.9412,1.0,P4,name spelling variation,manual_review
405,2009,GOPALGANJ,RAMAI RAM,INC,Rami Ram,INC,0.9471,0.9412,1.0,P4,name spelling variation,manual_review
406,2009,JAIPUR,RAJ KUMAR,IND,RAJKUMAR,IND,0.9471,0.9412,1.0,P4,name spelling variation,manual_review
407,2009,JALORE,BAGDARAM,IND,BAGDA RAM,IND,0.9471,0.9412,1.0,P4,name spelling variation,manual_review
408,2009,JAMUI,BILAKSHAN RABIDAS,IND,BILAKSHAN RAVIDAS,IND,0.9471,0.9412,1.0,P4,name spelling variation,manual_review
409,2009,KANNIYAKUMARI,BALASUBRAMONIAN T,ABHM,BALASUBRAMANIAN T,ABHM,0.9471,0.9412,1.0,P4,name spelling variation,manual_review
410,2009,KENDRAPARA,RAMA KRISHNA DASH,CPI(ML)(L),Rama krushna Dash,CPI(ML)(L),0.9471,0.9412,1.0,P4,name spelling variation,manual_review
411,2009,KRISHNANAGAR,SK. DOULAT HOSSAIN,NCP,SK. DAULAT HOSSAIN,NCP,0.9471,0.9412,1.0,P4,name spelling variation,manual_review
412,2009,MAHASAMUND,KIRAN KUMAR DHRUW,JMM,Kiran Kumar Dhruv,JMM,0.9471,0.9412,1.0,P4,name spelling variation,manual_review
413,2009,MUZAFFARNAGAR,SATYAVEER,IND,SATYVEER,IND,0.9471,0.9412,1.0,P4,name spelling variation,manual_review
414,2009,RAJSAMAND,NEERU RAM,BSP,neeruram,BSP,0.9471,0.9412,1.0,P4,name spelling variation,manual_review
415,2009,SIKAR,AMARARAM,CPM,AMARA RAM,CPM,0.9471,0.9412,1.0,P4,name spelling variation,manual_review
416,2009,DHULE,KAVAYATRI-SONKANYA SAU. THAKUR RAJANI BHAGWAN,BBM,KAVAYATRI-SONKANYA THAKUR RAJANI BAGWAN,BBM,0.9458,0.9398,1.0,P4,name spelling variation,manual_review
417,2009,NAVSARI,SHAILESHBHAI BISHESWAR SHRIVASTAV,BSP,SHAILESHBHAI BISWESHWAR SRIVASTAV,BSP,0.9455,0.9394,1.0,P4,name spelling variation,manual_review
418,2009,ANAND,LEELABEN RAVJIBHAI PARMAR,IND,LILABEN RAVJIBHAI PARMAR,IND,0.9449,0.9388,1.0,P4,name spelling variation,manual_review
419,2009,BASTAR,AYTU RAM MANDAVI,BSP,Ayaturam Mandavi,BSP,0.9437,0.9375,1.0,P4,name spelling variation,manual_review
420,2009,KODARMA,LAXAMAN SAWARNKAR,BJP,Laxman Swarnkar,BJP,0.9437,0.9375,1.0,P4,name spelling variation,manual_review
421,2009,LOHARDAGA,SUDARSHAN BHAGAT,BJP,Sudershan Bhagat,BJP,0.9437,0.9375,1.0,P4,name spelling variation,manual_review
422,2004,PATNA,VIDYA NAND VAKAL,CPI(ML)(L),VIDYA NAND VIKAL,CPI(ML)(L),0.9437,0.9375,1.0,P4,name spelling variation,manual_review
423,2009,SHEOHAR,MD. TANVEER ZAFAR,CPI,MD. TANVEER ZAFER,CPI,0.9437,0.9375,1.0,P4,name spelling variation,manual_review
424,2009,SANGRUR,BALWANT SINGH RAMUWALIA,LBP,BALWANT SINGH RAMOOWALIA,LBP,0.9426,0.9362,1.0,P4,name spelling variation,manual_review
425,2009,AHMEDNAGAR,RAJEEV APPASAHEB RAJALE,IND,RAJIV APPASAHEB RAJALE,IND,0.94,0.9333,1.0,P4,name spelling variation,manual_review
426,2009,AMRITSAR,OM PARKASH SONI,INC,OM PRAKASH SONI,INC,0.94,0.9333,1.0,P4,name spelling variation,manual_review
427,2009,BEED,KHAN SIKANDAR KHAN HUSEN KHAN,IND,KHAN SIKANDAR KHAN HUSSAIN KHAN,IND,0.94,0.9333,1.0,P4,name spelling variation,manual_review
428,2009,BHIWANDI,MAHENDRA KERU WADHWINDE,IND,MAHENDRA KERU WADVINDE,IND,0.94,0.9333,1.0,P4,name spelling variation,manual_review
429,2009,BUXAR,JAI SINGH YADAV,IND,Jay singh yadav,IND,0.94,0.9333,1.0,P4,name spelling variation,manual_review
430,2009,BUXAR,RAJENDRA PASWAN,IND,Rajendar Paswan,IND,0.94,0.9333,1.0,P4,name spelling variation,manual_review
431,2009,CHENNAI CENTRAL,PRABHU.V,IND,PRABU.V,IND,0.94,0.9333,1.0,P4,name spelling variation,manual_review
432,2009,GOPALGANJ,DHARMENDRA KUMAR HAZRA,IND,DHARMENDRA KUMAR HAJARA,IND,0.94,0.9333,1.0,P4,name spelling variation,manual_review
433,2009,GORAKHPUR,NIRANJAN PRASAD,IND,NIRANRAN PRASAD,IND,0.94,0.9333,1.0,P4,name spelling variation,manual_review
434,2009,GORAKHPUR,RAJMANI,BEP,RAJ MANI,BEP,0.94,0.9333,1.0,P4,name spelling variation,manual_review
435,2009,HAJIPUR,DASAI CHOUDHARY,INC,DASAI CHOWDHARY,INC,0.94,0.9333,1.0,P4,name spelling variation,manual_review
436,2009,JAIPUR,SITA RAM BAIRWA,IND,SITA RMA BAIRWA,IND,0.94,0.9333,1.0,P4,name spelling variation,manual_review
437,2009,JODHPUR,RAJU RAM,BSP,RAJURAM,BSP,0.94,0.9333,1.0,P4,name spelling variation,manual_review
438,2009,KARAULI-DHOLPUR,GANGARAM,IND,GANARAM,IND,0.94,0.9333,1.0,P4,name spelling variation,manual_review
439,2009,KARAULI-DHOLPUR,BANWARI,IND,BHANWARI,IND,0.94,0.9333,1.0,P4,name spelling variation,manual_review
440,2009,KURUKSHETRA,YASH PAL,IND,YASHPAL,IND,0.94,0.9333,1.0,P4,name spelling variation,manual_review
441,2009,NAGAUR,BINDU CHAUDHARY,BJP,BINDU CHOUDHARY,BJP,0.94,0.9333,1.0,P4,name spelling variation,manual_review
442,2009,SECUNDERABAD,P. DAMODER REDDY,PPOI,P.Damodar Reddy,PPOI,0.94,0.9333,1.0,P4,name spelling variation,manual_review
443,2009,SIKAR,MAHABEER PARSAD,IND,MAHABEER PRASAD,IND,0.94,0.9333,1.0,P4,name spelling variation,manual_review
444,2009,SIWAN,OM PRAKASH YADAV,IND,OmPrakashYadav,IND,0.94,0.9333,1.0,P4,name spelling variation,manual_review
